,item1,item2,correlation,class
1630,輪調,多元性,0.10309655867944854,變化性
1631,外派,多元性,0.11874670299912757,變化性
1632,出差,多元性,-0.019723666472716454,變化性
1633,馬力,多元性,0.10287688062121628,產品與服務
1634,外觀,多元性,-0.01637968534510157,產品與服務
1635,安全,多元性,-0.01782053481448132,產品與服務
1636,配備,多元性,-0.02783746599806751,產品與服務
1637,價錢,多元性,-0.011907464186526783,產品與服務
1638,科技,多元性,-0.022988665549066017,產品與服務
1639,品質,多元性,0.005266387597020901,產品與服務
1640,折舊,多元性,-0.008410296941453862,產品與服務
1641,空間,多元性,0.052052531347931356,產品與服務
1642,保養,多元性,0.016033288658042096,產品與服務
1643,尺寸,多元性,-0.018055229801641787,產品與服務
1644,車種,多元性,-0.008410296941453874,產品與服務
1645,變速箱,多元性,-0.008410296941453845,產品與服務
1646,電資,多元性,0.0004967851021796548,科系專業
1647,機械,多元性,0.1507576908855094,科系專業
1648,製造,多元性,-0.004985127626180505,科系專業
1649,品管,多元性,-0.03227785946561112,科系專業
1650,多元性,多元性,0.9999999999999999,公司文化與價值
1651,企業社會責任,多元性,-0.008410296941453869,公司文化與價值
1652,企業永續目標,多元性,-0.008410296941453793,公司文化與價值
1653,面試,多元性,0.07124875644478848,招募資訊
1654,徵才,多元性,-0.0026249213856930713,招募資訊
1655,實習,多元性,0.12121306503173611,招募資訊
1656,工作,多元性,0.1555745192525744,招募資訊
1657,離職,多元性,0.08296398096077237,招募資訊
1658,轉職,多元性,-0.014600206274735187,招募資訊
1659,新鮮人,多元性,0.13623890100101074,招募資訊
1660,畢業,多元性,0.16151883843651146,招募資訊
1661,出路,多元性,0.12650621088827238,招募資訊
1662,能力,多元性,0.002382520799270261,招募資訊
1663,招募人員,多元性,0.089166608294629,招募人員
1664,正向,多元性,0.10530996361305972,情緒
1665,負向,多元性,0.10299847339043496,情緒
1666,成就感,企業社會責任,-0.007900984591976797,成長價值
1667,學習成長,企業社會責任,0.03697627490126081,成長價值
1668,創新,企業社會責任,-0.0037099494625315115,成長價值
1669,薪資,企業社會責任,-0.01744941498191435,經濟報酬
1670,福利,企業社會責任,-0.017813180440729565,經濟報酬
1671,管理制度,企業社會責任,0.033547852897171916,經濟報酬
1672,工作氛圍,企業社會責任,-0.02118555504854603,人際價值
1673,同事互動,企業社會責任,0.14946097429348007,人際價值
1674,主管風格,企業社會責任,0.028516466016535576,人際價值
1675,工作地點,企業社會責任,-0.012236674386759098,組織安全與安定
1676,公司規模,企業社會責任,-0.008129895289686637,組織安全與安定
1677,工作環境,企業社會責任,0.046386192017259686,組織安全與安定
1678,產業前景,企業社會責任,-0.011410329483298207,組織安全與安定
1679,輪調,企業社會責任,-0.005772005772005754,變化性
1680,外派,企業社會責任,-0.006152836152209393,變化性
1681,出差,企業社會責任,-0.0053178701770475794,變化性
1682,馬力,企業社會責任,0.03340984820303285,產品與服務
1683,外觀,企業社會責任,-0.004416270186206529,產品與服務
1684,安全,企業社會責任,-0.004804750210112193,產品與服務
1685,配備,企業社會責任,-0.007505502612329954,產品與服務
1686,價錢,企業社會責任,-0.0032104755355392366,產品與服務
1687,科技,企業社會責任,-0.006198175126445536,產品與服務
1688,品質,企業社會責任,-0.008702715920923995,產品與服務
1689,折舊,企業社會責任,-0.0022675736961451174,產品與服務
1690,空間,企業社會責任,-0.006040669802439567,產品與服務
1691,保養,企業社會責任,-0.006533436301100909,產品與服務
1692,尺寸,企業社會責任,-0.0048680283777210905,產品與服務
1693,車種,企業社會責任,-0.0022675736961451035,產品與服務
1694,變速箱,企業社會責任,-0.0022675736961451152,產品與服務
1695,電資,企業社會責任,-0.011706581070441634,科系專業
1696,機械,企業社會責任,-0.005262656799957474,科系專業
1697,製造,企業社會責任,-0.013917312649768596,科系專業
1698,品管,企業社會責任,-0.008702715920923993,科系專業
1699,多元性,企業社會責任,-0.008410296941453869,公司文化與價值
1700,企業社會責任,企業社會責任,1.0,公司文化與價值
1701,企業永續目標,企業社會責任,1.0,公司文化與價值
1702,面試,企業社會責任,0.01921000020830714,招募資訊
1703,徵才,企業社會責任,0.024118921111208468,招募資訊
1704,實習,企業社會責任,0.0065893912148603856,招募資訊
1705,工作,企業社會責任,0.03785036874885319,招募資訊
1706,離職,企業社會責任,-0.013610033956339036,招募資訊
1707,轉職,企業社會責任,0.5760395971944132,招募資訊
1708,新鮮人,企業社會責任,-0.010487386636017204,招募資訊
1709,畢業,企業社會責任,-0.009042859234922807,招募資訊
1710,出路,企業社會責任,-0.011415257354644343,招募資訊
1711,能力,企業社會責任,0.020922982343156926,招募資訊
1712,招募人員,企業社會責任,0.02404098891524082,招募人員
1713,正向,企業社會責任,-0.01963281098443882,情緒
1714,負向,企業社會責任,0.032862390122694554,情緒
1715,成就感,企業永續目標,-0.007900984591976804,成長價值
1716,學習成長,企業永續目標,0.0369762749012604,成長價值
1717,創新,企業永續目標,-0.0037099494625315,成長價值
1718,薪資,企業永續目標,-0.01744941498191411,經濟報酬
1719,福利,企業永續目標,-0.01781318044072936,經濟報酬
1720,管理制度,企業永續目標,0.033547852897172104,經濟報酬
1721,工作氛圍,企業永續目標,-0.021185555048546235,人際價值
1722,同事互動,企業永續目標,0.14946097429347951,人際價值
1723,主管風格,企業永續目標,0.028516466016535753,人際價值
1724,工作地點,企業永續目標,-0.012236674386759093,組織安全與安定
1725,公司規模,企業永續目標,-0.008129895289686733,組織安全與安定
1726,工作環境,企業永續目標,0.04638619201726069,組織安全與安定
1727,產業前景,企業永續目標,-0.01141032948329819,組織安全與安定
1728,輪調,企業永續目標,-0.005772005772005746,變化性
1729,外派,企業永續目標,-0.006152836152209392,變化性
1730,出差,企業永續目標,-0.005317870177047471,變化性
1731,馬力,企業永續目標,0.03340984820303292,產品與服務
1732,外觀,企業永續目標,-0.004416270186206443,產品與服務
1733,安全,企業永續目標,-0.004804750210112154,產品與服務
1734,配備,企業永續目標,-0.0075055026123299505,產品與服務
1735,價錢,企業永續目標,-0.0032104755355392305,產品與服務
1736,科技,企業永續目標,-0.006198175126445491,產品與服務
1737,品質,企業永續目標,-0.008702715920924064,產品與服務
1738,折舊,企業永續目標,-0.0022675736961451113,產品與服務
1739,空間,企業永續目標,-0.00604066980243952,產品與服務
1740,保養,企業永續目標,-0.00653343630110082,產品與服務
1741,尺寸,企業永續目標,-0.004868028377721077,產品與服務
1742,車種,企業永續目標,-0.0022675736961451035,產品與服務
1743,變速箱,企業永續目標,-0.0022675736961451096,產品與服務
1744,電資,企業永續目標,-0.011706581070441624,科系專業
1745,機械,企業永續目標,-0.0052626567999574745,科系專業
1746,製造,企業永續目標,-0.01391731264976825,科系專業
1747,品管,企業永續目標,-0.008702715920924062,科系專業
1748,多元性,企業永續目標,-0.008410296941453793,公司文化與價值
1749,企業社會責任,企業永續目標,1.0,公司文化與價值
1750,企業永續目標,企業永續目標,1.0,公司文化與價值
1751,面試,企業永續目標,0.01921000020830714,招募資訊
1752,徵才,企業永續目標,0.02411892111120865,招募資訊
1753,實習,企業永續目標,0.006589391214860408,招募資訊
1754,工作,企業永續目標,0.03785036874885325,招募資訊
1755,離職,企業永續目標,-0.013610033956338852,招募資訊
1756,轉職,企業永續目標,0.5760395971944131,招募資訊
1757,新鮮人,企業永續目標,-0.010487386636017313,招募資訊
1758,畢業,企業永續目標,-0.009042859234922885,招募資訊
1759,出路,企業永續目標,-0.011415257354644126,招募資訊
1760,能力,企業永續目標,0.02092298234315708,招募資訊
1761,招募人員,企業永續目標,0.024040988915240986,招募人員
1762,正向,企業永續目標,-0.01963281098443853,情緒
1763,負向,企業永續目標,0.03286239012269457,情緒
1764,成就感,面試,-0.007385381395107578,成長價值
1765,學習成長,面試,0.19289553706026166,成長價值
1766,創新,面試,0.08679482164152312,成長價值
1767,薪資,面試,0.057435423390084124,經濟報酬
1768,福利,面試,-0.006595081265943912,經濟報酬
1769,管理制度,面試,0.10671244616873056,經濟報酬
1770,工作氛圍,面試,0.21807833459446505,人際價值
1771,同事互動,面試,0.27291351213552717,人際價值
1772,主管風格,面試,0.3428750607831249,人際價值
1773,工作地點,面試,0.13230974445620133,組織安全與安定
1774,公司規模,面試,0.19104855348893154,組織安全與安定
1775,工作環境,面試,0.08456076129404258,組織安全與安定
1776,產業前景,面試,0.15239268046537416,組織安全與安定
1777,輪調,面試,0.06847517202052007,變化性
1778,外派,面試,0.007604626816363745,變化性
1779,出差,面試,-0.033279853426015006,變化性
1780,馬力,面試,0.6799183757464434,產品與服務
1781,外觀,面試,-0.05502720023377545,產品與服務
1782,安全,面試,0.014629832828231314,產品與服務
1783,配備,面試,0.04186079952408463,產品與服務
1784,價錢,面試,-0.033780576352460394,產品與服務
1785,科技,面試,0.05250852295233232,產品與服務
1786,品質,面試,-0.0018378079356288722,產品與服務
1787,折舊,面試,0.117654291130877,產品與服務
1788,空間,面試,-0.005022064275201226,產品與服務
1789,保養,面試,0.07814139857416794,產品與服務
1790,尺寸,面試,0.08086633603396919,產品與服務
1791,車種,面試,-0.0546232179836202,產品與服務
1792,變速箱,面試,-0.030012145252978285,產品與服務
1793,電資,面試,0.18894224977041219,科系專業
1794,機械,面試,0.20522799162328334,科系專業
1795,製造,面試,0.04750919940632542,科系專業
1796,品管,面試,-0.04670382841066128,科系專業
1797,多元性,面試,0.07124875644478847,公司文化與價值
1798,企業社會責任,面試,0.01921000020830714,公司文化與價值
1799,企業永續目標,面試,0.01921000020830714,公司文化與價值
1800,面試,面試,0.9999999999999999,招募資訊
1801,徵才,面試,0.300110667970706,招募資訊
1802,實習,面試,0.22720531836779465,招募資訊
1803,工作,面試,0.295558938979085,招募資訊
1804,離職,面試,0.03808357639590482,招募資訊
1805,轉職,面試,-0.0022554474962420837,招募資訊
1806,新鮮人,面試,0.05029153207131742,招募資訊
1807,畢業,面試,0.35141783257031595,招募資訊
1808,出路,面試,-0.0006406996896518128,招募資訊
1809,能力,面試,0.31918657865041433,招募資訊
1810,招募人員,面試,0.575668079784888,招募人員
1811,正向,面試,0.4002749903174779,情緒
1812,負向,面試,0.6788573434994106,情緒
1813,成就感,徵才,-0.014576568881527717,成長價值
1814,學習成長,徵才,0.019999866960342446,成長價值
1815,創新,徵才,-0.037714623113911015,成長價值
1816,薪資,徵才,0.014418321662932982,經濟報酬
1817,福利,徵才,0.0009973568887188652,經濟報酬
1818,管理制度,徵才,-4.52034866161701e-05,經濟報酬
1819,工作氛圍,徵才,0.08701481742527159,人際價值
1820,同事互動,徵才,0.02095500100452001,人際價值
1821,主管風格,徵才,0.22979310111853446,人際價值
1822,工作地點,徵才,0.04031340402737069,組織安全與安定
1823,公司規模,徵才,0.07346393856190689,組織安全與安定
1824,工作環境,徵才,0.016333476776230562,組織安全與安定
1825,產業前景,徵才,0.002685073738214695,組織安全與安定
1826,輪調,徵才,0.046384779498265895,變化性
1827,外派,徵才,0.005714310426574371,變化性
1828,出差,徵才,-0.05406043169094808,變化性
1829,馬力,徵才,0.26658409148451895,產品與服務
1830,外觀,徵才,-0.0317708914372353,產品與服務
1831,安全,徵才,0.051105457553050924,產品與服務
1832,配備,徵才,-0.04507320934087985,產品與服務
1833,價錢,徵才,0.0007554876973777129,產品與服務
1834,科技,徵才,-0.020030778836167926,產品與服務
1835,品質,徵才,0.02920332922076457,產品與服務
1836,折舊,徵才,0.02411892111120857,產品與服務
1837,空間,徵才,0.010397167711949769,產品與服務
1838,保養,徵才,0.011245314705076542,產品與服務
1839,尺寸,徵才,0.026462027279504443,產品與服務
1840,車種,徵才,0.024118921111208714,產品與服務
1841,變速箱,徵才,-0.023051712212482676,產品與服務
1842,電資,徵才,0.06098860049091301,科系專業
1843,機械,徵才,0.12439789214352516,科系專業
1844,製造,徵才,0.05527463761296345,科系專業
1845,品管,徵才,0.04730693583447823,科系專業
1846,多元性,徵才,-0.0026249213856930713,公司文化與價值
1847,企業社會責任,徵才,0.024118921111208468,公司文化與價值
1848,企業永續目標,徵才,0.02411892111120865,公司文化與價值
1849,面試,徵才,0.30011066797070596,招募資訊
1850,徵才,徵才,1.0,招募資訊
1851,實習,徵才,0.08594353123291396,招募資訊
1852,工作,徵才,0.12720480104061385,招募資訊
1853,離職,徵才,-0.0032318227520006515,招募資訊
1854,轉職,徵才,0.06916619230082657,招募資訊
1855,新鮮人,徵才,-0.04327559674308253,招募資訊
1856,畢業,徵才,0.17142859261202012,招募資訊
1857,出路,徵才,0.10784843203787498,招募資訊
1858,能力,徵才,0.12806796967356113,招募資訊
1859,招募人員,徵才,0.24968814118660881,招募人員
1860,正向,徵才,0.12377367093687139,情緒
1861,負向,徵才,0.26619466229502775,情緒
1862,成就感,實習,0.04455147398900011,成長價值
1863,學習成長,實習,0.42795802513665765,成長價值
1864,創新,實習,0.17553242633001773,成長價值
1865,薪資,實習,-0.07121731557069988,經濟報酬
1866,福利,實習,-0.02587235779919381,經濟報酬
1867,管理制度,實習,0.06468621481615623,經濟報酬
1868,工作氛圍,實習,0.01719075659111463,人際價值
1869,同事互動,實習,0.2824329655999477,人際價值
1870,主管風格,實習,0.17153861806262258,人際價值
1871,工作地點,實習,0.0027740919896829864,組織安全與安定
1872,公司規模,實習,0.10480380139451105,組織安全與安定
1873,工作環境,實習,-0.010557182041408061,組織安全與安定
1874,產業前景,實習,0.1760758485355634,組織安全與安定
1875,輪調,實習,0.036490187714014126,變化性
1876,外派,實習,-0.015749316667922505,變化性
1877,出差,實習,-0.015688166206162184,變化性
1878,馬力,實習,0.30875040292402234,產品與服務
1879,外觀,實習,-0.030269506528173618,產品與服務
1880,安全,實習,-0.05168994699339191,產品與服務
1881,配備,實習,0.028647421112288466,產品與服務
1882,價錢,實習,-0.03453859264241107,產品與服務
1883,科技,實習,-0.06668054107525481,產品與服務
1884,品質,實習,0.013398006323947761,產品與服務
1885,折舊,實習,0.006589391214860398,產品與服務
1886,空間,實習,-0.04140328519540828,產品與服務
1887,保養,實習,0.04449221460563962,產品與服務
1888,尺寸,實習,-0.0024830935046614663,產品與服務
1889,車種,實習,-0.024394767476291598,產品與服務
1890,變速箱,實習,0.06855770859716462,產品與服務
1891,電資,實習,0.16615835641723453,科系專業
1892,機械,實習,0.015292867677649117,科系專業
1893,製造,實習,0.05336654542461077,科系專業
1894,品管,實習,0.007452304722356444,科系專業
1895,多元性,實習,0.12121306503173612,公司文化與價值
1896,企業社會責任,實習,0.0065893912148603856,公司文化與價值
1897,企業永續目標,實習,0.006589391214860408,公司文化與價值
1898,面試,實習,0.22720531836779465,招募資訊
1899,徵才,實習,0.08594353123291396,招募資訊
1900,實習,實習,1.0,招募資訊
1901,工作,實習,0.10570524574698315,招募資訊
1902,離職,實習,-0.02384838695746174,招募資訊
1903,轉職,實習,0.011439128919181892,招募資訊
1904,新鮮人,實習,0.05821096727854287,招募資訊
1905,畢業,實習,0.02627783930512042,招募資訊
1906,出路,實習,-0.006936847216834803,招募資訊
1907,能力,實習,0.3084765228202567,招募資訊
1908,招募人員,實習,0.21112776437799818,招募人員
1909,正向,實習,0.3026365084486091,情緒
1910,負向,實習,0.30789043999039956,情緒
1911,成就感,工作,0.08970793016877136,成長價值
1912,學習成長,工作,0.20345098532351916,成長價值
1913,創新,工作,-0.0017281820439523036,成長價值
1914,薪資,工作,0.16198199402387783,經濟報酬
1915,福利,工作,0.14100696310378974,經濟報酬
1916,管理制度,工作,0.263213615678131,經濟報酬
1917,工作氛圍,工作,0.27049369164716147,人際價值
1918,同事互動,工作,0.22106215920383993,人際價值
1919,主管風格,工作,0.1763772609730279,人際價值
1920,工作地點,工作,0.12191948598234709,組織安全與安定
1921,公司規模,工作,0.006943011452860475,組織安全與安定
1922,工作環境,工作,0.26046192712172694,組織安全與安定
1923,產業前景,工作,0.13825427983050806,組織安全與安定
1924,輪調,工作,0.11285224813435364,變化性
1925,外派,工作,0.07455139068367563,變化性
1926,出差,工作,0.1235252496479186,變化性
1927,馬力,工作,0.45337723221333387,產品與服務
1928,外觀,工作,0.008767602886111872,產品與服務
1929,安全,工作,-0.0061638383264103055,產品與服務
1930,配備,工作,0.12528194431127634,產品與服務
1931,價錢,工作,0.07195090263211518,產品與服務
1932,科技,工作,0.0010515316154730337,產品與服務
1933,品質,工作,-0.014008582162211871,產品與服務
1934,折舊,工作,0.16753922911313995,產品與服務
1935,空間,工作,0.07121812994588753,產品與服務
1936,保養,工作,0.09304196831438781,產品與服務
1937,尺寸,工作,0.11605920512747847,產品與服務
1938,車種,工作,-0.014025175396861878,產品與服務
1939,變速箱,工作,-0.039962947469719345,產品與服務
1940,電資,工作,0.18085135540986727,科系專業
1941,機械,工作,0.17814013719872204,科系專業
1942,製造,工作,0.07620512285064635,科系專業
1943,品管,工作,0.005900721103696948,科系專業
1944,多元性,工作,0.15557451925257443,公司文化與價值
1945,企業社會責任,工作,0.03785036874885319,公司文化與價值
1946,企業永續目標,工作,0.03785036874885326,公司文化與價值
1947,面試,工作,0.295558938979085,招募資訊
1948,徵才,工作,0.12720480104061385,招募資訊
1949,實習,工作,0.10570524574698315,招募資訊
1950,工作,工作,1.0,招募資訊
1951,離職,工作,0.19887355748475186,招募資訊
1952,轉職,工作,0.020680169790437422,招募資訊
1953,新鮮人,工作,-0.0029504242985992487,招募資訊
1954,畢業,工作,0.1561153837133162,招募資訊
1955,出路,工作,0.01520128723222199,招募資訊
1956,能力,工作,0.1885781692827153,招募資訊
1957,招募人員,工作,0.24521070808183656,招募人員
1958,正向,工作,0.21473106057453842,情緒
1959,負向,工作,0.45405815558884344,情緒
1960,成就感,離職,0.04785301509017956,成長價值
1961,學習成長,離職,-0.0026725253231954797,成長價值
1962,創新,離職,-0.022267209329157763,成長價值
1963,薪資,離職,0.15231015078781593,經濟報酬
1964,福利,離職,0.04122433833179719,經濟報酬
1965,管理制度,離職,0.027625957908938657,經濟報酬
1966,工作氛圍,離職,-0.005948582780768319,人際價值
1967,同事互動,離職,-0.026019848116518814,人際價值
1968,主管風格,離職,-0.02239076703357186,人際價值
1969,工作地點,離職,0.12908484442651663,組織安全與安定
1970,公司規模,離職,0.026615909765871734,組織安全與安定
1971,工作環境,離職,0.055413139135562076,組織安全與安定
1972,產業前景,離職,-0.03408689334957668,組織安全與安定
1973,輪調,離職,0.05235926286508906,變化性
1974,外派,離職,0.037265198762451095,變化性
1975,出差,離職,-0.03191798961509335,變化性
1976,馬力,離職,0.0615228490041138,產品與服務
1977,外觀,離職,-0.0265065639528352,產品與服務
1978,安全,離職,0.012546502992337392,產品與服務
1979,配備,離職,0.015289090855299541,產品與服務
1980,價錢,離職,-0.01926935434511596,產品與服務
1981,科技,離職,0.08736739841741938,產品與服務
1982,品質,離職,0.00023742690138865336,產品與服務
1983,折舊,離職,-0.013610033956339009,產品與服務
1984,空間,離職,0.015773823495032546,產品與服務
1985,保養,離職,-0.03921384785011572,產品與服務
1986,尺寸,離職,-0.02921802790085184,產品與服務
1987,車種,離職,-0.013610033956339048,產品與服務
1988,變速箱,離職,-0.01361003395633894,產品與服務
1989,電資,離職,-0.024231081019596857,科系專業
1990,機械,離職,-0.031586597546858976,科系專業
1991,製造,離職,0.03052274673925308,科系專業
1992,品管,離職,0.026473099504833512,科系專業
1993,多元性,離職,0.08296398096077236,公司文化與價值
1994,企業社會責任,離職,-0.013610033956339036,公司文化與價值
1995,企業永續目標,離職,-0.013610033956338852,公司文化與價值
1996,面試,離職,0.03808357639590482,招募資訊
1997,徵才,離職,-0.003231822752000651,招募資訊
1998,實習,離職,-0.02384838695746174,招募資訊
1999,工作,離職,0.19887355748475186,招募資訊
2000,離職,離職,1.0,招募資訊
2001,轉職,離職,-0.02362690693942985,招募資訊
2002,新鮮人,離職,0.01864369855550683,招募資訊
2003,畢業,離職,-0.054275466971114454,招募資訊
2004,出路,離職,0.08880211742370106,招募資訊
2005,能力,離職,-0.08817573739275009,招募資訊
2006,招募人員,離職,0.0011336277342401573,招募人員
2007,正向,離職,0.038365925428071386,情緒
2008,負向,離職,0.06249039253165414,情緒
2009,成就感,轉職,-0.013716044227616221,成長價值
2010,學習成長,轉職,0.028901696801725475,成長價值
2011,創新,轉職,-0.0064404417345625695,成長價值
2012,薪資,轉職,-0.030292040802231832,經濟報酬
2013,福利,轉職,-0.030923534644993193,經濟報酬
2014,管理制度,轉職,0.005597593941002357,經濟報酬
2015,工作氛圍,轉職,-0.036777949209967215,人際價值
2016,同事互動,轉職,0.13107493800719555,人際價值
2017,主管風格,轉職,0.11792499709890786,人際價值
2018,工作地點,轉職,-0.021242766029205905,組織安全與安定
2019,公司規模,轉職,-0.014113431314935958,組織安全與安定
2020,工作環境,轉職,0.0016943465162849926,組織安全與安定
2021,產業前景,轉職,-0.01980823807750708,組織安全與安定
2022,輪調,轉職,-0.010020154517359854,變化性
2023,外派,轉職,-0.010681272923209863,變化性
2024,出差,轉職,-0.009231778861988038,變化性
2025,馬力,轉職,0.0378022756219809,產品與服務
2026,外觀,轉職,-0.007666608697936387,產品與服務
2027,安全,轉職,-0.008341006822297633,產品與服務
2028,配備,轉職,-0.013029490765713568,產品與服務
2029,價錢,轉職,-0.005573359107908168,產品與服務
2030,科技,轉職,-0.010759981009349932,產品與服務
2031,品質,轉職,0.09618660181188377,產品與服務
2032,折舊,轉職,-0.003936489274677088,產品與服務
2033,空間,轉職,-0.010486553063123655,產品與服務
2034,保養,轉職,-0.011341991649396475,產品與服務
2035,尺寸,轉職,-0.00845085720049574,產品與服務
2036,車種,轉職,-0.0039364892746770715,產品與服務
2037,變速箱,轉職,-0.0039364892746770914,產品與服務
2038,電資,轉職,-0.020322528394676763,科系專業
2039,機械,轉職,-0.009135928893758522,科系專業
2040,製造,轉職,0.14863691508966492,科系專業
2041,品管,轉職,0.09618660181188372,科系專業
2042,多元性,轉職,-0.014600206274735185,公司文化與價值
2043,企業社會責任,轉職,0.5760395971944132,公司文化與價值
2044,企業永續目標,轉職,0.5760395971944131,公司文化與價值
2045,面試,轉職,-0.0022554474962420833,招募資訊
2046,徵才,轉職,0.06916619230082656,招募資訊
2047,實習,轉職,0.01143912891918189,招募資訊
2048,工作,轉職,0.020680169790437422,招募資訊
2049,離職,轉職,-0.023626906939429853,招募資訊
2050,轉職,轉職,1.0,招募資訊
2051,新鮮人,轉職,-0.018206016890324674,招募資訊
2052,畢業,轉職,-0.015698329210293748,招募資訊
2053,出路,轉職,-0.019816792821607882,招募資訊
2054,能力,轉職,-0.023138538987215667,招募資訊
2055,招募人員,轉職,0.08511379919664434,招募人員
2056,正向,轉職,0.0073318148906409185,情緒
2057,負向,轉職,0.03637942747390208,情緒
2058,成就感,新鮮人,-0.0018074319988910423,成長價值
2059,學習成長,新鮮人,0.2528966338991286,成長價值
2060,創新,新鮮人,-0.01715828441642065,成長價值
2061,薪資,新鮮人,0.023903072831147145,經濟報酬
2062,福利,新鮮人,0.008751671662429019,經濟報酬
2063,管理制度,新鮮人,-0.04842314513554344,經濟報酬
2064,工作氛圍,新鮮人,0.014188568143610037,人際價值
2065,同事互動,新鮮人,-0.02870135347413359,人際價值
2066,主管風格,新鮮人,0.008405064305123054,人際價值
2067,工作地點,新鮮人,-0.05659385432594864,組織安全與安定
2068,公司規模,新鮮人,0.003638734611199263,組織安全與安定
2069,工作環境,新鮮人,0.021451024779150844,組織安全與安定
2070,產業前景,新鮮人,0.06009205631738781,組織安全與安定
2071,輪調,新鮮人,-0.026695165982589173,變化性
2072,外派,新鮮人,0.18793517923850936,變化性
2073,出差,新鮮人,-0.024594817236437763,變化性
2074,馬力,新鮮人,0.04091022850948985,產品與服務
2075,外觀,新鮮人,-0.02042497362295176,產品與服務
2076,安全,新鮮人,-0.022221669456032867,產品與服務
2077,配備,新鮮人,-0.03471248053677509,產品與服務
2078,價錢,新鮮人,-0.014848248717963444,產品與服務
2079,科技,新鮮人,-0.028666172614051324,產品與服務
2080,品質,新鮮人,-0.04024951727095364,產品與服務
2081,折舊,新鮮人,-0.010487386636017199,產品與服務
2082,空間,新鮮人,-0.027937720333585714,產品與服務
2083,保養,新鮮人,0.0005569904994503284,產品與服務
2084,尺寸,新鮮人,-0.022514327026748732,產品與服務
2085,車種,新鮮人,-0.010487386636017195,產品與服務
2086,變速箱,新鮮人,-0.010487386636017188,產品與服務
2087,電資,新鮮人,0.1472394630756867,科系專業
2088,機械,新鮮人,-0.024339458817874242,科系專業
2089,製造,新鮮人,-0.001995710436916153,科系專業
2090,品管,新鮮人,-0.0402495172709537,科系專業
2091,多元性,新鮮人,0.13623890100101074,公司文化與價值
2092,企業社會責任,新鮮人,-0.010487386636017204,公司文化與價值
2093,企業永續目標,新鮮人,-0.010487386636017313,公司文化與價值
2094,面試,新鮮人,0.05029153207131742,招募資訊
2095,徵才,新鮮人,-0.04327559674308253,招募資訊
2096,實習,新鮮人,0.05821096727854288,招募資訊
2097,工作,新鮮人,-0.002950424298599249,招募資訊
2098,離職,新鮮人,0.01864369855550683,招募資訊
2099,轉職,新鮮人,-0.018206016890324674,招募資訊
2100,新鮮人,新鮮人,0.9999999999999998,招募資訊
2101,畢業,新鮮人,-0.01200715044157658,招募資訊
2102,出路,新鮮人,0.2052916867332577,招募資訊
2103,能力,新鮮人,0.04311182252058968,招募資訊
2104,招募人員,新鮮人,0.055268258473258704,招募人員
2105,正向,新鮮人,0.048006209798417056,情緒
2106,負向,新鮮人,0.040924454274542194,情緒
2107,成就感,畢業,0.014913949372065761,成長價值
2108,學習成長,畢業,0.013700362864730649,成長價值
2109,創新,畢業,-0.014794910884432418,成長價值
2110,薪資,畢業,0.1313841284793504,經濟報酬
2111,福利,畢業,-0.01690195417678951,經濟報酬
2112,管理制度,畢業,0.07936846108819506,經濟報酬
2113,工作氛圍,畢業,0.17446028876506958,人際價值
2114,同事互動,畢業,0.06515854706764933,人際價值
2115,主管風格,畢業,0.17030389379978167,人際價值
2116,工作地點,畢業,0.035785673056117774,組織安全與安定
2117,公司規模,畢業,0.24315912694793257,組織安全與安定
2118,工作環境,畢業,0.0627469077203824,組織安全與安定
2119,產業前景,畢業,0.004777842664730846,組織安全與安定
2120,輪調,畢業,-0.023018187143439915,變化性
2121,外派,畢業,-0.024536900968008427,變化性
2122,出差,畢業,-0.02120713938532003,變化性
2123,馬力,畢業,0.34883641911663343,產品與服務
2124,外觀,畢業,-0.017611647950027974,產品與服務
2125,安全,畢業,-0.019160867795773622,產品與服務
2126,配備,畢業,-0.029931200792294485,產品與服務
2127,價錢,畢業,-0.012803058350164804,產品與服務
2128,科技,畢業,-0.024717708305194316,產品與服務
2129,品質,畢業,-0.03470556885018712,產品與服務
2130,折舊,畢業,-0.00904285923492282,產品與服務
2131,空間,畢業,-0.02408959267827658,產品與服務
2132,保養,畢業,-0.02605469665291474,產品與服務
2133,尺寸,畢業,0.03421579118856728,產品與服務
2134,車種,畢業,-0.009042859234922805,產品與服務
2135,變速箱,畢業,-0.009042859234922856,產品與服務
2136,電資,畢業,0.06546004807847733,科系專業
2137,機械,畢業,0.15294242660369461,科系專業
2138,製造,畢業,0.004041325045349787,科系專業
2139,品管,畢業,-0.034705568850187114,科系專業
2140,多元性,畢業,0.1615188384365115,公司文化與價值
2141,企業社會責任,畢業,-0.009042859234922807,公司文化與價值
2142,企業永續目標,畢業,-0.009042859234922884,公司文化與價值
2143,面試,畢業,0.35141783257031595,招募資訊
2144,徵才,畢業,0.1714285926120201,招募資訊
2145,實習,畢業,0.02627783930512042,招募資訊
2146,工作,畢業,0.1561153837133162,招募資訊
2147,離職,畢業,-0.054275466971114454,招募資訊
2148,轉職,畢業,-0.015698329210293748,招募資訊
2149,新鮮人,畢業,-0.01200715044157658,招募資訊
2150,畢業,畢業,1.0,招募資訊
2151,出路,畢業,0.011966023459830761,招募資訊
2152,能力,畢業,0.16027199104965026,招募資訊
2153,招募人員,畢業,0.23413660753574753,招募人員
